Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
1.3950          -7.1640     -10.1804       3.0165   432.2
1.3960          -7.1698     -10.1956       3.0258   433.5
1.3970          -7.1763     -10.2102       3.0339   434.7
1.3980          -7.1825     -10.2237       3.0412   435.7
1.3990          -7.1886     -10.2352       3.0466   436.5
1.4000          -7.1948     -10.2440       3.0492   436.9
1.4010          -7.2008     -10.2494       3.0486   436.8
1.4020          -7.2066     -10.2504       3.0438   436.1
1.4030          -7.2127     -10.2466       3.0339   434.7
1.4040          -7.2185     -10.2375       3.0191   432.5
1.4050          -7.2241     -10.2233       2.9992   429.7
1.4060          -7.2301     -10.2042       2.9741   426.1
1.4070          -7.2360     -10.1809       2.9449   421.9
1.4080          -7.2416     -10.1541       2.9124   417.3
1.4090          -7.2471     -10.1248       2.8776   412.3
1.4100          -7.2526     -10.0940       2.8414   407.1
1.4110          -7.2575     -10.0626       2.8051   401.9
1.4120          -7.2626     -10.0314       2.7688   396.7
1.4130          -7.2682     -10.0010       2.7328   391.5
1.4140          -7.2739      -9.9718       2.6979   386.5
1.4150          -7.2794      -9.9441       2.6647   381.8
1.4160          -7.2846      -9.9184       2.6339   377.3
1.4170          -7.2897      -9.8952       2.6055   373.3
1.4180          -7.2948      -9.8750       2.5802   369.7
1.4190          -7.2998      -9.8588       2.5590   366.6
1.4200          -7.3048      -9.8475       2.5427   364.3
1.4210          -7.3094      -9.8423       2.5329   362.9
1.4220          -7.3145      -9.8439       2.5294   362.4
1.4230          -7.3194      -9.8530       2.5336   363.0
1.4240          -7.3242      -9.8695       2.5452   364.6
1.4250          -7.3291      -9.8928       2.5637   367.3
1.4260          -7.3345      -9.9219       2.5874   370.7
1.4270          -7.3399      -9.9548       2.6149   374.6
1.4280          -7.3452      -9.9895       2.6443   378.8
1.4290          -7.3504     -10.0235       2.6731   383.0
1.4300          -7.3557     -10.0543       2.6986   386.6
1.4310          -7.3612     -10.0797       2.7185   389.5
1.4320          -7.3668     -10.0978       2.7310   391.3
1.4330          -7.3723     -10.1077       2.7354   391.9
1.4340          -7.3777     -10.1089       2.7312   391.3
1.4350          -7.3830     -10.1020       2.7190   389.5
1.4360          -7.3881     -10.0887       2.7005   386.9
1.4370          -7.3934     -10.0709       2.6775   383.6
1.4380          -7.3983     -10.0514       2.6530   380.1
1.4390          -7.4033     -10.0328       2.6296   376.7
1.4400          -7.4082     -10.0179       2.6097   373.9
1.4410          -7.4133     -10.0088       2.5955   371.8
1.4420          -7.4181     -10.0069       2.5887   370.9
1.4430          -7.4232     -10.0130       2.5898   371.0
1.4440          -7.4285     -10.0270       2.5985   372.3
1.4450          -7.4336     -10.0480       2.6144   374.6
1.4460          -7.4393     -10.0747       2.6354   377.6
1.4470          -7.4448     -10.1052       2.6604   381.1
1.4480          -7.4503     -10.1376       2.6873   385.0
1.4490          -7.4559     -10.1700       2.7141   388.8
1.4500          -7.4611     -10.2007       2.7397   392.5
1.4510          -7.4663     -10.2284       2.7621   395.7
1.4520          -7.4719     -10.2521       2.7802   398.3
1.4530          -7.4773     -10.2709       2.7936   400.2
1.4540          -7.4826     -10.2844       2.8019   401.4
1.4550          -7.4884     -10.2925       2.8042   401.7
1.4560          -7.4940     -10.2952       2.8012   401.3
1.4570          -7.4995     -10.2923       2.7928   400.1
1.4580          -7.5051     -10.2842       2.7791   398.1
1.4590          -7.5105     -10.2713       2.7608   395.5
1.4600          -7.5158     -10.2540       2.7382   392.3
1.4610          -7.5212     -10.2330       2.7118   388.5
1.4620          -7.5266     -10.2093       2.6827   384.3
1.4630          -7.5316     -10.1836       2.6520   379.9
1.4640          -7.5368     -10.1568       2.6201   375.4
1.4650          -7.5418     -10.1299       2.5881   370.8
1.4660          -7.5469     -10.1033       2.5564   366.2
1.4670          -7.5523     -10.0776       2.5254   361.8
1.4680          -7.5572     -10.0530       2.4959   357.6
1.4690          -7.5619     -10.0296       2.4677   353.5
1.4700          -7.5669     -10.0073       2.4404   349.6
1.4710          -7.5716      -9.9860       2.4144   345.9
1.4720          -7.5763      -9.9657       2.3894   342.3
1.4730          -7.5810      -9.9462       2.3652   338.9
1.4740          -7.5858      -9.9278       2.3420   335.5
1.4750          -7.5903      -9.9106       2.3203   332.4
1.4760          -7.5947      -9.8952       2.3005   329.6
1.4770          -7.5988      -9.8822       2.2834   327.1
1.4780          -7.6032      -9.8726       2.2694   325.1
1.4790          -7.6074      -9.8673       2.2598   323.8
1.4800          -7.6117      -9.8674       2.2557   323.2
1.4810          -7.6160      -9.8738       2.2577   323.5
1.4820          -7.6204      -9.8871       2.2667   324.7
1.4830          -7.6249      -9.9077       2.2829   327.1
1.4840          -7.6293      -9.9353       2.3060   330.4
1.4850          -7.6339      -9.9689       2.3350   334.5
1.4860          -7.6387     -10.0071       2.3684   339.3
1.4870          -7.6433     -10.0476       2.4043   344.4
1.4880          -7.6485     -10.0880       2.4395   349.5
1.4890          -7.6536     -10.1256       2.4720   354.2
1.4900          -7.6588     -10.1577       2.4989   358.0
1.4910          -7.6639     -10.1822       2.5183   360.8
1.4920          -7.6692     -10.1979       2.5288   362.3
1.4930          -7.6741     -10.2044       2.5303   362.5
1.4940          -7.6790     -10.2024       2.5234   361.5
1.4950          -7.6836     -10.1933       2.5097   359.6
1.4960          -7.6883     -10.1795       2.4912   356.9
1.4970          -7.6931     -10.1633       2.4702   353.9
1.4980          -7.6979     -10.1475       2.4496   350.9
1.4990          -7.7024     -10.1341       2.4316   348.4
1.5000          -7.7070     -10.1251       2.4181   346.4
1.5010          -7.7113     -10.1218       2.4105   345.3
1.5020          -7.7160     -10.1252       2.4092   345.2
1.5030          -7.7207     -10.1356       2.4149   346.0
1.5040          -7.7253     -10.1528       2.4276   347.8
1.5050          -7.7302     -10.1765       2.4463   350.5
1.5060          -7.7350     -10.2057       2.4707   354.0
1.5070          -7.7399     -10.2390       2.4991   358.0
1.5080          -7.7450     -10.2750       2.5300   362.5
1.5090          -7.7501     -10.3118       2.5617   367.0
1.5100          -7.7553     -10.3475       2.5922   371.4
1.5110          -7.7603     -10.3806       2.6203   375.4
1.5120          -7.7654     -10.4096       2.6441   378.8
1.5130          -7.7706     -10.4333       2.6627   381.5
1.5140          -7.7759     -10.4511       2.6752   383.3
1.5150          -7.7812     -10.4627       2.6814   384.2
1.5160          -7.7866     -10.4680       2.6814   384.2
1.5170          -7.7918     -10.4675       2.6757   383.3
1.5180          -7.7969     -10.4618       2.6648   381.8
1.5190          -7.8020     -10.4517       2.6498   379.6
1.5200          -7.8068     -10.4383       2.6315   377.0
1.5210          -7.8120     -10.4227       2.6106   374.0
1.5220          -7.8172     -10.4058       2.5886   370.9
1.5230          -7.8222     -10.3889       2.5667   367.7
1.5240          -7.8269     -10.3729       2.5460   364.8
1.5250          -7.8319     -10.3587       2.5268   362.0
1.5260          -7.8366     -10.3467       2.5101   359.6
1.5270          -7.8415     -10.3374       2.4959   357.6
1.5280          -7.8467     -10.3307       2.4840   355.9
1.5290          -7.8515     -10.3264       2.4749   354.6
1.5300          -7.8563     -10.3240       2.4676   353.5
1.5310          -7.8613     -10.3229       2.4617   352.7
1.5320          -7.8661     -10.3227       2.4566   351.9
1.5330          -7.8710     -10.3226       2.4516   351.2
1.5340          -7.8757     -10.3222       2.4465   350.5
1.5350          -7.8804     -10.3212       2.4408   349.7
1.5360          -7.8852     -10.3194       2.4342   348.7
1.5370          -7.8900     -10.3168       2.4267   347.7
1.5380          -7.8947     -10.3135       2.4188   346.5
1.5390          -7.8995     -10.3097       2.4102   345.3
1.5400          -7.9041     -10.3062       2.4021   344.1
1.5410          -7.9087     -10.3034       2.3947   343.1
1.5420          -7.9133     -10.3021       2.3887   342.2
1.5430          -7.9180     -10.3028       2.3847   341.7
1.5440          -7.9225     -10.3062       2.3837   341.5
1.5450          -7.9270     -10.3130       2.3860   341.8
1.5460          -7.9314     -10.3233       2.3919   342.7
1.5470          -7.9361     -10.3373       2.4012   344.0
1.5480          -7.9407     -10.3544       2.4137   345.8
1.5490          -7.9457     -10.3740       2.4283   347.9
1.5500          -7.9506     -10.3945       2.4439   350.1
1.5510          -7.9558     -10.4143       2.4585   352.2
1.5520          -7.9609     -10.4319       2.4710   354.0
1.5530          -7.9658     -10.4454       2.4796   355.2
1.5540          -7.9707     -10.4538       2.4831   355.7
1.5550          -7.9755     -10.4562       2.4807   355.4
1.5560          -7.9803     -10.4526       2.4723   354.2
1.5570          -7.9850     -10.4433       2.4584   352.2
1.5580          -7.9895     -10.4294       2.4398   349.5
1.5590          -7.9941     -10.4120       2.4179   346.4
1.5600          -7.9984     -10.3927       2.3943   343.0
1.5610          -8.0030     -10.3731       2.3701   339.5
1.5620          -8.0075     -10.3549       2.3473   336.3
1.5630          -8.0120     -10.3396       2.3276   333.5
1.5640          -8.0165     -10.3286       2.3122   331.3
1.5650          -8.0208     -10.3231       2.3023   329.8
1.5660          -8.0253     -10.3237       2.2984   329.3
1.5670          -8.0297     -10.3308       2.3011   329.7
1.5680          -8.0340     -10.3441       2.3101   331.0
1.5690          -8.0389     -10.3630       2.3242   333.0
1.5700          -8.0435     -10.3864       2.3428   335.6
1.5710          -8.0481     -10.4126       2.3644   338.7
1.5720          -8.0530     -10.4399       2.3868   341.9
1.5730          -8.0578     -10.4663       2.4085   345.1
1.5740          -8.0625     -10.4900       2.4274   347.8
1.5750          -8.0676     -10.5092       2.4416   349.8
1.5760          -8.0724     -10.5226       2.4503   351.0
1.5770          -8.0773     -10.5295       2.4522   351.3
1.5780          -8.0818     -10.5296       2.4477   350.7
1.5790          -8.0866     -10.5232       2.4367   349.1
1.5800          -8.0913     -10.5115       2.4202   346.7
1.5810          -8.0960     -10.4958       2.3998   343.8
1.5820          -8.1010     -10.4779       2.3769   340.5
1.5830          -8.1054     -10.4596       2.3543   337.3
1.5840          -8.1097     -10.4429       2.3332   334.3
1.5850          -8.1141     -10.4293       2.3152   331.7
1.5860          -8.1185     -10.4199       2.3014   329.7
1.5870          -8.1233     -10.4155       2.2923   328.4
1.5880          -8.1276     -10.4162       2.2886   327.9
1.5890          -8.1320     -10.4213       2.2893   328.0
1.5900          -8.1368     -10.4298       2.2930   328.5
1.5910          -8.1411     -10.4401       2.2989   329.4
1.5920          -8.1457     -10.4505       2.3047   330.2
1.5930          -8.1504     -10.4593       2.3090   330.8
1.5940          -8.1548     -10.4652       2.3104   331.0
1.5950          -8.1594     -10.4673       2.3079   330.6
1.5960          -8.1640     -10.4654       2.3014   329.7
1.5970          -8.1685     -10.4597       2.2912   328.3
1.5980          -8.1729     -10.4512       2.2783   326.4
1.5990          -8.1770     -10.4410       2.2640   324.3
1.6000          -8.1812     -10.4304       2.2492   322.2
1.6010          -8.1857     -10.4210       2.2352   320.2
1.6020          -8.1901     -10.4139       2.2238   318.6
1.6030          -8.1942     -10.4103       2.2161   317.5
1.6040          -8.1986     -10.4109       2.2123   316.9
1.6050          -8.2029     -10.4162       2.2133   317.1
1.6060          -8.2071     -10.4267       2.2195   318.0
1.6070          -8.2116     -10.4422       2.2306   319.6
1.6080          -8.2161     -10.4630       2.2469   321.9
1.6090          -8.2206     -10.4885       2.2679   324.9
1.6100          -8.2250     -10.5183       2.2934   328.6
1.6110          -8.2293     -10.5516       2.3223   332.7
1.6120          -8.2341     -10.5870       2.3529   337.1
1.6130          -8.2389     -10.6228       2.3839   341.5
1.6140          -8.2436     -10.6568       2.4132   345.7
1.6150          -8.2487     -10.6865       2.4378   349.3
1.6160          -8.2535     -10.7093       2.4557   351.8
1.6170          -8.2585     -10.7227       2.4643   353.0
1.6180          -8.2631     -10.7251       2.4620   352.7
1.6190          -8.2678     -10.7152       2.4474   350.6
1.6200          -8.2724     -10.6929       2.4204   346.8
1.6210          -8.2767     -10.6590       2.3823   341.3
1.6220          -8.2809     -10.6156       2.3346   334.5
1.6230          -8.2852     -10.5655       2.2803   326.7
1.6240          -8.2893     -10.5125       2.2232   318.5
1.6250          -8.2935     -10.4608       2.1672   310.5
1.6260          -8.2976     -10.4144       2.1168   303.3
1.6270          -8.3015     -10.3775       2.0760   297.4
1.6280          -8.3053     -10.3533       2.0480   293.4
1.6290          -8.3092     -10.3441       2.0349   291.5
1.6300          -8.3134     -10.3510       2.0376   291.9
1.6310          -8.3175     -10.3739       2.0563   294.6
1.6320          -8.3216     -10.4111       2.0894   299.3
1.6330          -8.3260     -10.4598       2.1339   305.7
1.6340          -8.3306     -10.5162       2.1856   313.1
1.6350          -8.3350     -10.5758       2.2407   321.0
1.6360          -8.3399     -10.6336       2.2937   328.6
1.6370          -8.3448     -10.6852       2.3404   335.3
1.6380          -8.3494     -10.7264       2.3770   340.5
1.6390          -8.3544     -10.7544       2.4000   343.8
1.6400          -8.3591     -10.7674       2.4082   345.0
1.6410          -8.3636     -10.7650       2.4014   344.0
1.6420          -8.3680     -10.7481       2.3801   341.0
1.6430          -8.3724     -10.7191       2.3467   336.2
1.6440          -8.3767     -10.6812       2.3045   330.2
1.6450          -8.3807     -10.6381       2.2574   323.4
1.6460          -8.3850     -10.5939       2.2089   316.5
1.6470          -8.3891     -10.5525       2.1635   310.0
1.6480          -8.3933     -10.5175       2.1242   304.3
1.6490          -8.3973     -10.4915       2.0943   300.0
1.6500          -8.4013     -10.4764       2.0751   297.3
1.6510          -8.4051     -10.4732       2.0681   296.3
1.6520          -8.4092     -10.4815       2.0722   296.9
1.6530          -8.4134     -10.5003       2.0869   299.0
1.6540          -8.4178     -10.5276       2.1099   302.3
1.6550          -8.4221     -10.5610       2.1389   306.4
1.6560          -8.4265     -10.5976       2.1711   311.0
1.6570          -8.4309     -10.6346       2.2037   315.7
1.6580          -8.4353     -10.6694       2.2340   320.1
1.6590          -8.4396     -10.6998       2.2602   323.8
1.6600          -8.4443     -10.7243       2.2801   326.7
1.6610          -8.4491     -10.7420       2.2929   328.5
1.6620          -8.4535     -10.7526       2.2991   329.4
1.6630          -8.4582     -10.7565       2.2982   329.3
1.6640          -8.4625     -10.7543       2.2918   328.3
1.6650          -8.4669     -10.7473       2.2804   326.7
1.6660          -8.4715     -10.7366       2.2651   324.5
1.6670          -8.4763     -10.7233       2.2470   321.9
1.6680          -8.4808     -10.7084       2.2276   319.1
1.6690          -8.4851     -10.6925       2.2075   316.3
1.6700          -8.4893     -10.6762       2.1870   313.3
1.6710          -8.4934     -10.6597       2.1663   310.4
1.6720          -8.4976     -10.6429       2.1454   307.4
1.6730          -8.5017     -10.6262       2.1245   304.4
1.6740          -8.5058     -10.6097       2.1039   301.4
1.6750          -8.5099     -10.5939       2.0841   298.6
1.6760          -8.5141     -10.5796       2.0655   295.9
1.6770          -8.5181     -10.5676       2.0495   293.6
1.6780          -8.5221     -10.5586       2.0365   291.8
1.6790          -8.5260     -10.5534       2.0274   290.5
1.6800          -8.5300     -10.5526       2.0226   289.8
1.6810          -8.5338     -10.5563       2.0225   289.8
1.6820          -8.5376     -10.5644       2.0267   290.4
1.6830          -8.5418     -10.5765       2.0347   291.5
1.6840          -8.5459     -10.5924       2.0465   293.2
1.6850          -8.5499     -10.6115       2.0616   295.4
1.6860          -8.5540     -10.6335       2.0795   297.9
1.6870          -8.5582     -10.6582       2.1000   300.9
1.6880          -8.5625     -10.6854       2.1229   304.1
1.6890          -8.5667     -10.7149       2.1482   307.8
1.6900          -8.5710     -10.7464       2.1755   311.7
1.6910          -8.5753     -10.7794       2.2041   315.8
1.6920          -8.5798     -10.8128       2.2330   319.9
1.6930          -8.5843     -10.8456       2.2613   324.0
1.6940          -8.5889     -10.8763       2.2874   327.7
1.6950          -8.5934     -10.9033       2.3099   330.9
1.6960          -8.5981     -10.9253       2.3272   333.4
1.6970          -8.6026     -10.9410       2.3384   335.0
1.6980          -8.6072     -10.9495       2.3423   335.6
1.6990          -8.6118     -10.9505       2.3387   335.1
1.7000          -8.6161     -10.9446       2.3285   333.6
1.7010          -8.6207     -10.9329       2.3122   331.3
1.7020          -8.6251     -10.9172       2.2921   328.4
1.7030          -8.6293     -10.8996       2.2703   325.3
1.7040          -8.6339     -10.8826       2.2487   322.2
1.7050          -8.6384     -10.8685       2.2301   319.5
1.7060          -8.6427     -10.8592       2.2164   317.5
1.7070          -8.6470     -10.8560       2.2090   316.5
1.7080          -8.6513     -10.8596       2.2083   316.4
1.7090          -8.6558     -10.8699       2.2141   317.2
1.7100          -8.6600     -10.8857       2.2257   318.9
1.7110          -8.6646     -10.9054       2.2409   321.0
1.7120          -8.6691     -10.9267       2.2576   323.4
1.7130          -8.6738     -10.9470       2.2732   325.7
1.7140          -8.6784     -10.9635       2.2851   327.4
1.7150          -8.6830     -10.9740       2.2910   328.2
1.7160          -8.6877     -10.9765       2.2888   327.9
1.7170          -8.6920     -10.9696       2.2776   326.3
1.7180          -8.6964     -10.9530       2.2566   323.3
1.7190          -8.7007     -10.9269       2.2263   318.9
1.7200          -8.7048     -10.8928       2.1880   313.5
1.7210          -8.7089     -10.8526       2.1437   307.1
1.7220          -8.7129     -10.8090       2.0961   300.3
1.7230          -8.7171     -10.7651       2.0480   293.4
1.7240          -8.7208     -10.7241       2.0034   287.0
1.7250          -8.7244     -10.6889       1.9645   281.4
1.7260          -8.7279     -10.6619       1.9339   277.1
1.7270          -8.7315     -10.6448       1.9133   274.1
1.7280          -8.7353     -10.6386       1.9033   272.7
1.7290          -8.7393     -10.6433       1.9040   272.8
1.7300          -8.7432     -10.6580       1.9148   274.3
1.7310          -8.7470     -10.6811       1.9340   277.1
1.7320          -8.7509     -10.7100       1.9592   280.7
1.7330          -8.7547     -10.7422       1.9875   284.7
1.7340          -8.7588     -10.7745       2.0158   288.8
1.7350          -8.7628     -10.8043       2.0414   292.5
1.7360          -8.7670     -10.8290       2.0620   295.4
1.7370          -8.7711     -10.8470       2.0758   297.4
1.7380          -8.7750     -10.8575       2.0825   298.4
1.7390          -8.7793     -10.8608       2.0815   298.2
1.7400          -8.7833     -10.8579       2.0746   297.2
1.7410          -8.7868     -10.8505       2.0636   295.6
1.7420          -8.7906     -10.8408       2.0503   293.7
1.7430          -8.7945     -10.8311       2.0367   291.8
1.7440          -8.7982     -10.8234       2.0252   290.1
1.7450          -8.8021     -10.8192       2.0171   289.0
1.7460          -8.8063     -10.8192       2.0129   288.4
1.7470          -8.8103     -10.8235       2.0132   288.4
1.7480          -8.8143     -10.8316       2.0173   289.0
1.7490          -8.8183     -10.8424       2.0242   290.0
1.7500          -8.8224     -10.8548       2.0324   291.2
1.7510          -8.8263     -10.8676       2.0413   292.5
1.7520          -8.8305     -10.8801       2.0496   293.6
1.7530          -8.8346     -10.8916       2.0570   294.7
1.7540          -8.8387     -10.9021       2.0635   295.6
1.7550          -8.8427     -10.9119       2.0692   296.5
1.7560          -8.8467     -10.9212       2.0745   297.2
1.7570          -8.8508     -10.9306       2.0799   298.0
1.7580          -8.8551     -10.9405       2.0854   298.8
1.7590          -8.8596     -10.9513       2.0917   299.7
1.7600          -8.8637     -10.9633       2.0996   300.8
1.7610          -8.8677     -10.9764       2.1087   302.1
1.7620          -8.8719     -10.9904       2.1185   303.5
1.7630          -8.8764     -11.0047       2.1283   304.9
1.7640          -8.8808     -11.0182       2.1375   306.2
1.7650          -8.8850     -11.0297       2.1447   307.3
1.7660          -8.8894     -11.0374       2.1479   307.7
1.7670          -8.8937     -11.0394       2.1457   307.4
1.7680          -8.8980     -11.0340       2.1360   306.0
1.7690          -8.9022     -11.0195       2.1173   303.3
1.7700          -8.9061     -10.9948       2.0886   299.2
1.7710          -8.9102     -10.9594       2.0492   293.6
1.7720          -8.9141     -10.9138       1.9997   286.5
1.7730          -8.9180     -10.8593       1.9413   278.1
1.7740          -8.9213     -10.7981       1.8768   268.9
1.7750          -8.9245     -10.7330       1.8084   259.1
1.7760          -8.9277     -10.6673       1.7396   249.2
1.7770          -8.9311     -10.6046       1.6735   239.8
1.7780          -8.9341     -10.5480       1.6140   231.2
1.7790          -8.9370     -10.5006       1.5636   224.0
1.7800          -8.9401     -10.4647       1.5246   218.4
1.7810          -8.9431     -10.4419       1.4987   214.7
1.7820          -8.9460     -10.4330       1.4869   213.0
1.7830          -8.9490     -10.4381       1.4891   213.3
1.7840          -8.9519     -10.4567       1.5047   215.6
1.7850          -8.9550     -10.4874       1.5325   219.5
1.7860          -8.9581     -10.5286       1.5705   225.0
1.7870          -8.9615     -10.5776       1.6162   231.5
1.7880          -8.9649     -10.6320       1.6671   238.8
1.7890          -8.9682     -10.6888       1.7206   246.5
1.7900          -8.9719     -10.7451       1.7732   254.0
1.7910          -8.9755     -10.7985       1.8230   261.2
1.7920          -8.9793     -10.8465       1.8673   267.5
1.7930          -8.9833     -10.8876       1.9043   272.8
1.7940          -8.9871     -10.9208       1.9337   277.0
1.7950          -8.9909     -10.9458       1.9550   280.1
1.7960          -8.9946     -10.9631       1.9684   282.0
1.7970          -8.9986     -10.9735       1.9749   282.9
1.7980          -9.0022     -10.9784       1.9762   283.1
1.7990          -9.0060     -10.9792       1.9731   282.7
1.8000          -9.0098     -10.9772       1.9674   281.9
1.8010          -9.0134     -10.9739       1.9604   280.9
1.8020          -9.0171     -10.9700       1.9529   279.8
1.8030          -9.0210     -10.9664       1.9454   278.7
1.8040          -9.0250     -10.9634       1.9384   277.7
1.8050          -9.0287     -10.9612       1.9325   276.9
1.8060          -9.0326     -10.9596       1.9270   276.1
1.8070          -9.0362     -10.9585       1.9223   275.4
1.8080          -9.0399     -10.9576       1.9178   274.8
1.8090          -9.0436     -10.9566       1.9131   274.1
1.8100          -9.0472     -10.9553       1.9082   273.4
1.8110          -9.0508     -10.9535       1.9027   272.6
1.8120          -9.0547     -10.9512       1.8966   271.7
1.8130          -9.0583     -10.9486       1.8903   270.8
1.8140          -9.0622     -10.9458       1.8836   269.9
1.8150          -9.0658     -10.9435       1.8778   269.0
1.8160          -9.0694     -10.9422       1.8728   268.3
1.8170          -9.0729     -10.9425       1.8696   267.8
1.8180          -9.0765     -10.9453       1.8687   267.7
1.8190          -9.0803     -10.9510       1.8708   268.0
1.8200          -9.0840     -10.9604       1.8763   268.8
1.8210          -9.0876     -10.9735       1.8860   270.2
1.8220          -9.0914     -10.9904       1.8991   272.1
1.8230          -9.0953     -11.0107       1.9154   274.4
1.8240          -9.0992     -11.0336       1.9344   277.1
1.8250          -9.1031     -11.0581       1.9551   280.1
1.8260          -9.1072     -11.0830       1.9757   283.1
1.8270          -9.1112     -11.1067       1.9955   285.9
1.8280          -9.1153     -11.1277       2.0124   288.3
1.8290          -9.1194     -11.1447       2.0253   290.2
1.8300          -9.1235     -11.1565       2.0331   291.3
1.8310          -9.1275     -11.1623       2.0348   291.5
1.8320          -9.1315     -11.1616       2.0302   290.9
1.8330          -9.1356     -11.1547       2.0192   289.3
1.8340          -9.1396     -11.1420       2.0025   286.9
1.8350          -9.1435     -11.1245       1.9810   283.8
1.8360          -9.1470     -11.1033       1.9563   280.3
1.8370          -9.1506     -11.0798       1.9291   276.4
1.8380          -9.1543     -11.0552       1.9008   272.3
1.8390          -9.1579     -11.0309       1.8730   268.3
1.8400          -9.1615     -11.0080       1.8465   264.5
1.8410          -9.1650     -10.9873       1.8223   261.1
1.8420          -9.1686     -10.9694       1.8008   258.0
1.8430          -9.1722     -10.9546       1.7824   255.4
1.8440          -9.1756     -10.9430       1.7674   253.2
1.8450          -9.1789     -10.9342       1.7553   251.5
1.8460          -9.1824     -10.9280       1.7456   250.1
1.8470          -9.1857     -10.9239       1.7382   249.0
1.8480          -9.1891     -10.9215       1.7323   248.2
1.8490          -9.1925     -10.9205       1.7280   247.6
1.8500          -9.1960     -10.9208       1.7249   247.1
1.8510          -9.1994     -10.9226       1.7232   246.9
1.8520          -9.2026     -10.9263       1.7237   246.9
1.8530          -9.2058     -10.9323       1.7265   247.3
1.8540          -9.2092     -10.9415       1.7323   248.2
1.8550          -9.2126     -10.9543       1.7417   249.5
1.8560          -9.2160     -10.9714       1.7554   251.5
1.8570          -9.2196     -10.9931       1.7735   254.1
1.8580          -9.2231     -11.0194       1.7963   257.4
1.8590          -9.2265     -11.0501       1.8236   261.3
1.8600          -9.2302     -11.0845       1.8543   265.7
1.8610          -9.2341     -11.1216       1.8875   270.4
1.8620          -9.2378     -11.1603       1.9225   275.4
1.8630          -9.2417     -11.1993       1.9576   280.5
1.8640          -9.2459     -11.2371       1.9913   285.3
1.8650          -9.2497     -11.2724       2.0227   289.8
1.8660          -9.2538     -11.3040       2.0502   293.7
1.8670          -9.2578     -11.3307       2.0729   297.0
1.8680          -9.2621     -11.3520       2.0900   299.4
1.8690          -9.2662     -11.3674       2.1012   301.0
1.8700          -9.2703     -11.3768       2.1065   301.8
1.8710          -9.2743     -11.3805       2.1061   301.7
1.8720          -9.2783     -11.3790       2.1008   301.0
1.8730          -9.2825     -11.3734       2.0909   299.6
1.8740          -9.2865     -11.3646       2.0781   297.7
1.8750          -9.2906     -11.3539       2.0634   295.6
1.8760          -9.2946     -11.3425       2.0478   293.4
1.8770          -9.2987     -11.3315       2.0328   291.2
1.8780          -9.3026     -11.3218       2.0192   289.3
1.8790          -9.3065     -11.3142       2.0077   287.6
1.8800          -9.3105     -11.3091       1.9986   286.3
1.8810          -9.3143     -11.3066       1.9923   285.4
1.8820          -9.3182     -11.3064       1.9883   284.9
1.8830          -9.3222     -11.3081       1.9858   284.5
1.8840          -9.3263     -11.3108       1.9844   284.3
1.8850          -9.3302     -11.3138       1.9836   284.2
1.8860          -9.3341     -11.3163       1.9822   284.0
1.8870          -9.3376     -11.3176       1.9800   283.7
1.8880          -9.3416     -11.3172       1.9756   283.0
1.8890          -9.3455     -11.3149       1.9694   282.2
1.8900          -9.3491     -11.3106       1.9615   281.0
1.8910          -9.3528     -11.3045       1.9517   279.6
1.8920          -9.3567     -11.2968       1.9401   278.0
1.8930          -9.3603     -11.2882       1.9280   276.2
1.8940          -9.3640     -11.2792       1.9153   274.4
1.8950          -9.3675     -11.2703       1.9028   272.6
1.8960          -9.3711     -11.2618       1.8906   270.9
1.8970          -9.3747     -11.2540       1.8794   269.2
1.8980          -9.3783     -11.2471       1.8688   267.7
1.8990          -9.3820     -11.2410       1.8589   266.3
1.9000          -9.3857     -11.2356       1.8499   265.0
1.9010          -9.3893     -11.2310       1.8417   263.8
1.9020          -9.3931     -11.2271       1.8340   262.8
1.9030          -9.3966     -11.2237       1.8272   261.8
1.9040          -9.4002     -11.2211       1.8209   260.9
1.9050          -9.4036     -11.2191       1.8155   260.1
1.9060          -9.4071     -11.2178       1.8107   259.4
1.9070          -9.4107     -11.2171       1.8064   258.8
1.9080          -9.4144     -11.2170       1.8025   258.2
1.9090          -9.4180     -11.2172       1.7991   257.8
1.9100          -9.4213     -11.2173       1.7960   257.3
1.9110          -9.4248     -11.2171       1.7923   256.8
1.9120          -9.4282     -11.2162       1.7880   256.2
1.9130          -9.4319     -11.2142       1.7824   255.4
1.9140          -9.4354     -11.2112       1.7758   254.4
1.9150          -9.4390     -11.2074       1.7685   253.4
1.9160          -9.4423     -11.2033       1.7610   252.3
1.9170          -9.4456     -11.1998       1.7542   251.3
1.9180          -9.4490     -11.1980       1.7490   250.6
1.9190          -9.4527     -11.1993       1.7466   250.2
1.9200          -9.4562     -11.2047       1.7485   250.5
1.9210          -9.4598     -11.2152       1.7554   251.5
1.9220          -9.4630     -11.2311       1.7680   253.3
1.9230          -9.4666     -11.2521       1.7855   255.8
1.9240          -9.4705     -11.2773       1.8068   258.9
1.9250          -9.4742     -11.3048       1.8307   262.3
1.9260          -9.4779     -11.3325       1.8546   265.7
1.9270          -9.4818     -11.3578       1.8760   268.8
1.9280          -9.4856     -11.3782       1.8926   271.1
1.9290          -9.4897     -11.3918       1.9021   272.5
1.9300          -9.4933     -11.3972       1.9039   272.8
1.9310          -9.4970     -11.3937       1.8966   271.7
